Machine,Workflow,TaskName,Estimator,Feature,SizeInput,Predicted,Real,Deviation
asok02,EAGER-0,adapter_removal,Lotaru-G,Realtime,1.9132169434E10,1614411.9313429266,1253146.0,0.2882871838899271
asok02,EAGER-0,adapter_removal,Lotaru-G,Realtime,1.9100037384E10,1611700.8159228985,1269727.0,0.2693286162481372
asok02,EAGER-0,adapter_removal,Lotaru-G,Realtime,1.907531498E10,1609614.8833196429,1242732.0,0.295222850397063
asok02,EAGER-0,adapter_removal,OnlineP,Realtime,8.330435694E9,442240.37643099425,787952.0,0.4387470601876837
asok02,EAGER-0,adapter_removal,OnlineP,Realtime,2.5705994498E10,1364661.9417235802,2450757.0,0.4431671758058509
asok02,EAGER-0,adapter_removal,OnlineP,Realtime,1.4754556884E10,783279.6483504052,1188392.0,0.3408911803929973
asok02,EAGER-0,adapter_removal,OnlineP,Realtime,1.9132169434E10,1015675.2947963707,1253146.0,0.1894996314903685
asok02,EAGER-0,adapter_removal,OnlineP,Realtime,1.9100037384E10,1013969.490903017,1269727.0,0.20142716434082525
asok02,EAGER-0,adapter_removal,OnlineP,Realtime,1.907531498E10,1012657.0451363677,1242732.0,0.18513642109773654
asok02,EAGER-0,adapter_removal,OnlineM,Realtime,8.330435694E9,442240.37643099425,787952.0,0.4387470601876837
asok02,EAGER-0,adapter_removal,OnlineM,Realtime,2.5705994498E10,1364661.9417235802,2450757.0,0.4431671758058509
asok02,EAGER-0,adapter_removal,OnlineM,Realtime,1.4754556884E10,783279.6483504052,1188392.0,0.3408911803929973
asok02,EAGER-0,adapter_removal,OnlineM,Realtime,1.9132169434E10,1015675.2947963707,1253146.0,0.1894996314903685
asok02,EAGER-0,adapter_removal,OnlineM,Realtime,1.9100037384E10,1013969.490903017,1269727.0,0.20142716434082525
asok02,EAGER-0,adapter_removal,OnlineM,Realtime,1.907531498E10,1012657.0451363677,1242732.0,0.18513642109773654
asok02,EAGER-0,adapter_removal,Naive,Realtime,8.330435694E9,453793.6517553268,787952.0,0.4240846501369033
asok02,EAGER-0,adapter_removal,Naive,Realtime,2.5705994498E10,1400312.9495863388,2450757.0,0.4286202387318127
asok02,EAGER-0,adapter_removal,Naive,Realtime,1.4754556884E10,803742.3783850758,1188392.0,0.32367234179877025
asok02,EAGER-0,adapter_removal,Naive,Realtime,1.9132169434E10,1042209.2273504373,1253146.0,0.16832577580709884
asok02,EAGER-0,adapter_removal,Naive,Realtime,1.9100037384E10,1040458.8603120622,1269727.0,0.18056490858896268
asok02,EAGER-0,adapter_removal,Naive,Realtime,1.907531498E10,1039112.1276550735,1242732.0,0.16384857905399272
asok02,EAGER-0,adapter_removal,Lotaru-A,Realtime,8.330435694E9,629220.0735678603,787952.0,0.2014487258514982
